"Elevation","area","area_acc_sum","prop","prop_acc_sum"
8.65,0.130608143124621,20.5325984596114,0.520373906,60.789404064
8.75,0.233388713469235,20.7659871730806,1.544342685,62.333746749
8.85,0.156792620533967,20.9227797936146,1.003334447,63.337081196
8.95,0.134159701976835,21.0569394955914,1.000757232,64.337838428
9.05,0.165625980567643,21.222565476159,1.296435292,65.63427372
9.15,0.151308134579155,21.3738736107382,0.88684858,66.5211223
9.25,0.0939602221793826,21.4678338329176,0.475986876,66.997109176
9.35,0.249228989137805,21.7170628220554,1.294116242,68.291225418
9.45,0.185559874972888,21.9026226970283,0.886920276,69.178145694
9.55,0.0835558916114543,21.9861785886397,0.52086813,69.699013824
9.65,0.166567018267013,22.1527456069067,1.613421275,71.312435099
9.75,0.142228034498742,22.2949736414055,1.086844001,72.3992791
9.85,0.0723504882033932,22.3673241296089,0.436482333,72.835761433
9.95,0.177705857199224,22.5450299868081,1.55082179,74.386583223
10.05,0.14981222501449,22.6948422118226,1.452344696,75.838927919
10.15,0.109812219709693,22.8046544315323,0.536731832,76.375659751
10.25,0.14576223635579,22.9504166678881,1.299080767,77.674740518
10.35,0.137642383087866,23.0880590509759,1.185073685,78.859814203
10.45,0.0618416314601328,23.1499006824361,0.485078934,79.344893137
10.55,0.170167908721945,23.320068591158,0.937962315,80.282855452
10.65,0.213470425119575,23.5335390162776,1.386469458,81.66932491
10.75,0.10246727258265,23.6360062888603,0.430744672,82.100069582
10.85,0.0925543179119258,23.7285606067722,0.55453556,82.654605142
10.95,0.134955961731757,23.8635165685039,1.014100521,83.668705663
11.05,0.133424363611699,23.9969409321156,0.474707653,84.143413316
11.15,0.183519868471194,24.1804608005868,1.123359031,85.266772347
11.25,0.129543730868261,24.3100045314551,1.115956714,86.382729061
11.35,0.0619937648919291,24.371998296347,0.712694348,87.095423409
11.45,0.10451546778993,24.4765137641369,0.917757428,88.013180837
11.55,0.125187238986829,24.6017010031238,0.997370316,89.010551153
11.65,0.0504858343683514,24.6521868374921,0.349175902,89.359727055
11.75,0.081386738937945,24.7335735764301,0.746094466,90.105821521
11.85,0.263162404357295,24.9967359807874,2.103329263,92.209150784
11.95,0.0884003586523543,25.0851363394397,0.722654975,92.931805759
12.05,0.0696101272640285,25.1547464667037,0.365171954,93.296977713
12.15,0.106195214537979,25.2609416812417,0.915739986,94.212717699
12.25,0.0493928129808677,25.3103344942226,0.743830245,94.956547944
12.35,0.0868135442912428,25.3971480385138,0.438907792,95.395455736
12.45,0.127443621370155,25.524591659884,1.256432252,96.651887988
12.55,0.0620109983435513,25.5866026582275,0.770957352,97.42284534
12.65,0.035579663183047,25.6221823214106,0.351062849,97.773908189
12.75,0.0709894311685097,25.6931717525791,0.617546454,98.391454643
12.85,0.0569493279180815,25.7501210804972,0.646428273,99.037882916
12.95,0.0521926491369222,25.8023137296341,0.322734144,99.36061706
13.05,0.0663018168069994,25.8686155464411,0.615166973,99.975784033
13.15,0.038605875397286,25.9072214218384,0.287923352,100.263707385
13.25,0.049679338861956,25.9569007607003,0.357538335,100.62124572
13.35,0.103399720448448,26.0603004811488,1.463292779,102.084538499
13.45,0.0539810813883348,26.1142815625371,0.735101696,102.819640195
13.55,0.0454138634462097,26.1596954259833,1.133649224,103.953289419
13.65,0.0619736430456799,26.221669069029,0.649230685,104.602520104
13.75,0.0290279206164561,26.2506969896455,0.229210887,104.831730991
13.85,0.0339289483588856,26.2846259380044,0.31018439,105.141915381
13.95,0.0959706752669348,26.3805966132713,1.912857619,107.054773
14.05,0.150520900516669,26.531117513788,1.093366165,108.148139165
14.15,0.0698438147472574,26.6009613285352,0.376376107,108.524515272
14.25,0.0535561593482359,26.6545174878835,0.567471486,109.091986758
14.35,0.0464274624523076,26.7009449503358,0.842396497,109.934383255
14.45,0.0449098158955554,26.7458547662313,0.879531673,110.813914928
14.55,0.080465859928177,26.8263206261595,1.155238656,111.969153584
14.65,0.0500783596124522,26.8763989857719,0.490400015,112.459553599
14.75,0.0356968253929867,26.9120958111649,0.316814263,112.776367862
14.85,0.0678417409902155,26.9799375521551,0.772973903,113.549341765
14.95,0.0622375567419504,27.0421751088971,0.789285506,114.338627271
15.05,0.0294813431236751,27.0716564520208,0.266376703,114.605003974
15.15,0.106007127288593,27.1776635793094,1.270351941,115.875355915
15.25,0.0523701270445345,27.2300337063539,0.669606437,116.544962352
15.35,0.0877463085727574,27.3177800149267,1.083382127,117.628344479
15.45,0.031495359583385,27.34927537451,0.250118673,117.878463152
15.55,0.0691356335046748,27.4184110080147,0.148625282,118.027088434
15.65,0.0260409051666762,27.4444519131814,0.177588738,118.204677172
15.75,0.09082265538231,27.5352745685637,1.131085675,119.335762847
15.85,0.0681845808269527,27.6034591493907,0.561261073,119.89702392
15.95,0.0771788708078612,27.6806380201985,0.206110362,120.103134282
16.05,0.0700080711882171,27.7506460913867,1.396781711,121.499915993
16.15,0.0819845360008727,27.8326306273876,1.05217239,122.552088383
16.25,0.0267176442409222,27.8593482716285,0.17541123,122.727499613
16.35,0.0715989460506175,27.9309472176792,1.393106067,124.12060568
16.45,0.0683919464227035,27.9993391641019,1.587954533,125.708560213
16.55,0.16109589872279,28.1604350628246,0.360075552,126.068635765
16.65,0.0395713780270135,28.2000064408517,0.718720911,126.787356676
16.75,0.0533441937824402,28.2533506346341,1.103224068,127.890580744
16.85,0.025283822174749,28.2786344568088,0.159623786,128.05020453
16.95,0.0767212181071685,28.355355674916,1.352319507,129.402524037
17.05,0.0683987794596283,28.4237544543756,0.92403571,130.326559747
17.15,0.055101661652453,28.4788561160281,0.217479128,130.544038875
17.25,0.056143426110777,28.5349995421389,0.775408878,131.319447753
17.35,0.0611106016675356,28.5961101438064,0.716881885,132.036329638
17.45,0.0414778927607716,28.6375880365672,0.396645381,132.432975019
17.55,0.0443506890191928,28.6819387255864,0.340989913,132.773964932
17.65,0.0641545591204886,28.7460932847069,1.005732368,133.7796973
17.75,0.0407542501208992,28.7868475348278,0.356960361,134.136657661
17.85,0.078579751664529,28.8654272864923,1.03541908,135.172076741
17.95,0.112206541744616,28.9776338282369,2.486494607,137.658571348
18.05,0.0734073654730675,29.05104119371,0.905803551,138.564374899
18.15,0.211100177251751,29.2621413709617,0.424052813,138.988427712
18.25,0.206369600126023,29.4685109710877,1.06743805,140.055865762
18.35,0.0225870144866382,29.4910979855744,0.260073038,140.3159388
18.45,0.0232086575125988,29.514306643087,0.141090067,140.457028867
18.55,0.0379201616855721,29.5522268047726,0.307686032,140.764714899
18.65,0.0457721649336018,29.5979989697062,0.406206724,141.170921623
18.75,0.0434367110108919,29.6414356807171,0.296590662,141.467512285
18.85,0.0446961739373956,29.6861318546544,0.39676493,141.864277215
18.95,0.0445331047726304,29.7306649594271,0.456145911,142.320423126
19.05,0.039167511089535,29.7698324705166,0.299570264,142.61999339
19.15,0.0567164608703631,29.826548931387,0.462675294,143.082668684
19.25,0.0488952950373001,29.8754442264243,0.720093773,143.802762457
19.35,0.0354207161165972,29.9108649425409,0.650648503,144.45341096
19.45,0.113336053906909,30.0242009964478,1.861314769,146.314725729
19.55,0.0396030792493269,30.0638040756971,0.494047723,146.808773452
19.65,0.0380888007213568,30.1018928764185,0.459477846,147.268251298
19.75,0.0654710362553991,30.1673639126739,1.168394895,148.436646193
19.85,0.0310777587788797,30.1984416714527,0.375169942,148.811816135
19.95,0.0527008380239572,30.2511425094767,0.135934166,148.947750301
